freq,amp_thresh,goer_thresh,acc,precision,recall,f1,specificity,tp,tn,fp,fn
54801.77903295755,0.0009873431400064879,7.131656165278206e-06,0.507,0.5060120240480962,1.0,0.6719893546240852,0.004040404040322416,505,2,493,0
57934.91810124258,0.008949155366906667,8.173522761667082e-06,0.496,0.49599198396793587,0.9979838709677419,0.6626506024096386,0.0019841269840876166,495,1,503,1
51917.43399259283,0.00042843765730795475,6.481422036534412e-06,0.481,0.481,1.0,0.6495611073598919,0.0,481,0,519,0
58994.84493235373,0.0001351696909302826,7.618412950895415e-06,0.485,0.4834503510531595,1.0,0.651791751183232,0.0057915057913939865,482,3,515,0
57265.8439570702,0.0006166720564849924,8.939582588962051e-06,0.509,0.5065326633165829,1.0,0.6724482988659106,0.010080645161087084,504,5,491,0
57036.24515842233,0.0005375964995058243,9.418727022919816e-06,0.511,0.5105105105105106,1.0,0.6759443339960238,0.002040816326488963,510,1,489,0
36446.48709533649,0.0006049192381827862,8.252840646104097e-06,0.497,0.497,1.0,0.663994655978624,0.0,497,0,503,0
55752.73902693869,0.001120612557723384,8.717102907309286e-06,0.512,0.512,1.0,0.6772486772486772,0.0,512,0,488,0
57771.76536533831,0.00033347140789772754,7.130634574710235e-06,0.489,0.48848848848848847,1.0,0.65635507733692,0.001953124999961853,488,1,511,0
54233.208763218216,0.000365158146787123,7.812256944112738e-06,0.449,0.44844844844844844,1.0,0.6192121630960609,0.001811594202865732,448,1,551,0
59973.833649691034,0.0007076537652241511,9.963779164979647e-06,0.481,0.4804804804804805,1.0,0.6490872210953347,0.0019230769230399408,480,1,519,0
56330.467486657086,0.0008572140424813417,6.193104907969197e-06,0.513,0.5120240480961924,1.0,0.6772697150430749,0.00408997955001861,511,2,487,0
33587.79928491932,0.0014352450139147508,9.095765449299314e-06,0.476,0.476,1.0,0.6449864498644986,0.0,476,0,524,0
58863.93585442553,0.00046044513970207144,6.942166951472786e-06,0.491,0.48895582329317266,1.0,0.6567768037761295,0.007797270955013699,487,4,509,0
58744.76772710221,0.000487473577130142,6.974335493586296e-06,0.511,0.5100200400801603,1.0,0.6755142667551427,0.004073319755517855,509,2,489,0
57582.56756170929,0.0004118622732582025,7.745416663087097e-06,0.49,0.48897795591182364,1.0,0.6567967698519516,0.003906249999923706,488,2,510,0
55275.69290972738,0.00027269243295002614,8.636947548525693e-06,0.518,0.5165496489468405,1.0,0.6812169312169312,0.006185567010181741,515,3,482,0
58723.25198704306,0.00046358474960094676,6.346656740517135e-06,0.475,0.47342026078234706,1.0,0.6426140231449966,0.005681818181710572,472,3,525,0
56854.333226492185,0.0005175273498266485,1.014266469920498e-06,0.501,0.5,1.0,0.6666666666666666,0.003992015967984191,499,2,499,0
59086.64842244288,0.0003901973075817269,7.364683927782964e-06,0.534,0.5316582914572864,1.0,0.6942257217847769,0.010615711252428542,529,5,466,0
59036.69071437244,0.0003914128711430503,7.292931476644651e-06,0.483,0.48092369477911645,1.0,0.6494915254237288,0.007677543186033061,479,4,517,0
58208.227945277875,0.0004162723997818498,8.331698979441263e-06,0.491,0.4904904904904905,1.0,0.6581598388179987,0.0019607843136870435,490,1,509,0
